"line_item_usage_type","line_item_product_code","line_item_line_item_type","pricing_unit","line_item_operation","product_region"
"EUW3-SpotUsage:r4.8xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV055","eu-west-3"
"APS1-SpotUsage:r5a.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV004","ap-southeast-1"
"USE1-USE2-AWS-Out-Bytes","AmazonMSK","Usage","GB","Bandwidth","us-east-1"
"DataTransfer-In-Bytes","AmazonCloudSearch","Usage","GB","None","us-east-1"
"USW2-SpotUsage:t2.large","AmazonEC2","Usage","Hours","RunInstances:SV002","us-west-2"
"SAE1-APN3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","sa-east-1"
"EUC1-SpotUsage:c5ad.16xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV054","eu-central-1"
"APE1-APNE1WL1NRT1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-east-1"
"EUC1-EBSOptimized:p2.xlarge","AmazonEC2","Usage","Hrs","Hourly","eu-central-1"
"APS3-ESInstance:t3.medium","AmazonES","Usage","Hrs","ESDomain","ap-south-1"
"EU-BoxUsage:t2.small","AmazonEC2","Usage","Hrs","RunInstances:0010","eu-west-1"
"APN1-Analysis-Runs","AmazonVPC","Usage","ReachabilityAnalyses","RunAnalysis","ap-northeast-1"
"CAN1-DataTransfer-In-Bytes","AmazonSES","Usage","GB","SendRawEmail","ca-central-1"
"APE1-MCT1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-east-1"
"DataTransfer-Out-Bytes","AmazonSES","Usage","GB","SendTemplatedEmail","us-east-1"
"APE1-SAE1-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","ap-east-1"
"SAE1-SCL1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","sa-east-1"
"EUC1-EarlyDelete-ZIA-SmObjects","AmazonS3","Usage","GB-Mo","DeleteObject","eu-central-1"
"EUC1-APN3-AWS-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","eu-central-1"
"APN1-Requests-OriginShield","AmazonCloudFront","Usage","Requests","GET","ap-northeast-1"
"SAE1-BoxUsage:r4.16xlarge","AmazonEC2","Usage","Hrs","RunInstances","sa-east-1"
"USE1-MP:USE1_OutputTokenCount-Units","7cloiv1lqe76eogr33nhp9r5k8","Usage","Units","Usage","us-east-1"
"APS3-MP:APS3_OutputTokenCount_Global-Units","9svps415mdwhhoxlp2tx3hald","Usage","Units","InvokeModelStreamingInference","ap-south-1"
"USE1-MP:USE1_CacheReadInputTokenCount-Units","7zgyu5r4uonlsrnaq20qq63eo","Usage","Units","InvokeModelInference","us-east-1"
"USE1-MP:USE1_OutputTokenCount-Units","4hh74csn487di98lf2n14hk256","Usage","Units","Usage","us-east-1"
"APS3-SoftwareUsage:m5.xlarge","6kxdw3bbmdeda3o6i1ggqt4km","Usage","Hrs","Hourly","ap-south-1"
"USW2-MP:USW2_CacheReadInputTokenCount-Units","7g37zhparap7eesm9k78jrzqc","Usage","Units","InvokeModelStreamingInference","us-west-2"
"EU-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketWebsite","eu-west-1"
"APS1-BoxUsage:t2.small","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-1"
"EUW2-EBS:VolumeUsage.gp2","AmazonEC2","Usage","GB-Mo","CreateVolume-Gp2","eu-west-2"
"USE1-EUC1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"USE1-FreeEventsRecorded","AWSCloudTrail","Usage","Events","None","us-east-1"
"USW2-Storage-ShardHour","AmazonKinesis","Usage","ShardHour","shardHourStorage","us-west-2"
"USE1-APS2-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","us-east-1"
"USE1-CloudFront-Out-Bytes","AmazonS3","Usage","GB","GetObject","us-east-1"
"USE1-EU-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"USE1-StateTransition","AmazonStates","Usage","StateTransitions","Wait","us-east-1"
"USW2-EUC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-west-2"
"USE1-APS2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"EUW2-USW1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"USE2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","UpdateItem","us-east-2"
"APN2-USW2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-2"
"USW1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketPolicy","us-west-1"
"APN2-LCUUsage","AmazonEC2","Usage","LCU-Hrs","LoadBalancing:Application","ap-northeast-2"
"USE1-Build-Min:Linux:g1.small","CodeBuild","Usage","","Build","us-east-1"
"eu-central-1-KMS-Requests","awskms","Usage","","Decrypt","eu-central-1"
"EUC1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","eu-central-1"
"APS1-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-southeast-1"
"CAN1-USW2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ca-central-1"
"APS1-Requests-Tier1","AmazonSNS","Usage","Requests","ListSubscriptions","ap-southeast-1"
"CAN1-BoxUsage:c5.18xlarge","AmazonEC2","Usage","Hrs","RunInstances","ca-central-1"
"DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ListBucketVersions","us-east-1"
"USE2-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-east-2"
"APS1-DataTransfer-Out-Bytes","AmazonECR","Usage","GB","downloadLayer","ap-southeast-1"
"USW1-Requests-Tier1","AmazonS3","Usage","Requests","PutObject","us-west-1"
"USW1-EUW3-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-west-1"
"USE2-StateTransition","AmazonStates","Usage","StateTransitions","Task","us-east-2"
"APN1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLogProps","ap-northeast-1"
"USW1-APN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","us-west-1"
"EU-SAE1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-west-1"
"USE2-RegistryAndShadowOperations","AWSIoT","Usage","Operations","UpdateThingShadow","us-east-2"
"EU-Requests-Tier1","AmazonS3","Usage","Requests","PostObject","eu-west-1"
"APS1-InstanceUsage:db.t2.small","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","ap-southeast-1"
"USE2-InstanceUsage:db.r3.xlarge","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","us-east-2"
"APS2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicy","ap-southeast-2"
"EU-USE1-AWS-In-Bytes","AmazonS3","Usage","GB","UploadPart","eu-west-1"
"EUC1-Requests-Tier1","AmazonS3","Usage","Requests","ListBucketVersions","eu-central-1"
"SA-Requests-HTTP-Proxy","AmazonCloudFront","Usage","Requests","OPTIONS","sa-east-1"
"USW2-ReadRequestUnits","AmazonDynamoDB","Usage","ReadRequestUnits","PayPerRequestThroughput","us-west-2"
"EUW3-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","eu-west-3"
"Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketObjectLockConfig","us-east-1"
"USE1-EUW2-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","us-east-1"
"SAE1-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketMetrics","sa-east-1"
"SAE1-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","sa-east-1"
"USW2-BoxUsage:r4.xlarge","AmazonEC2","Usage","Hrs","RunInstances:0010","us-west-2"
"EU-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","eu-west-1"
"EU-CAN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","eu-west-1"
"Requests-RBP","AWSQueueService","Usage","","GetQueueAttributes","us-east-1"
"SAE1-BoxUsage:t2.nano","AmazonEC2","Usage","Hrs","RunInstances","sa-east-1"
"USE2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","DescribeContinuousBackups","us-east-2"
"APN2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-2"
"APS3-Aurora:BackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0021","ap-south-1"
"USE1-TotalDataXfer-In-Bytes","AmazonLightsail","Usage","GB","nano_2_0","us-east-1"
"APE1-BoxUsage:t3.small","AmazonEC2","Usage","Hrs","RunInstances","ap-east-1"
"SAE1-CW:Requests","AmazonCloudWatch","Usage","Requests","GetMetricStatistics","sa-east-1"
"USE2-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","us-east-2"
"ap-northeast-2-KMS-Requests","awskms","Usage","Requests","ListResourceTags","ap-northeast-2"
"eu-west-3-KMS-Requests","awskms","Usage","Requests","ListResourceTags","eu-west-3"
"USW1-BoxUsage:t2.micro","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-west-1"
"InstanceUsg:dms.t3.medium","AWSDatabaseMigrationSvc","Usage","Hrs","CreateDMSInstance","us-east-1"
"Requests-Tier2","AmazonS3","Usage","Requests","ReadObjectLockRetentionInfo","us-east-1"
"EUC2-Requests-Tier1","AmazonSNS","Usage","Requests","GetTopicAttributes","eu-central-2"
"USW1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadNotificationProps","us-west-1"
"USE2-BoxUsage:t3a.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-2"
"eu-west-3-KMS-Requests","awskms","Usage","Requests","EnableKeyRotation","eu-west-3"
"BoxUsage:t2.xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"APS1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketOwnershipControls","ap-southeast-1"
"APS3-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","ap-south-1"
"EUC1-Requests-Tier1","AWSQueueService","Usage","Requests","ListQueueTags","eu-central-1"
"APE1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketWebsite","ap-east-1"
"APE1-USE1-AWS-Out-Bytes","AmazonStates","Usage","GB","Unknown","ap-east-1"
"USW2-PublicIPv4:InUseAddress","AmazonVPC","Usage","Hrs","AssociateAddressVPC","us-west-2"
"EUN1-EUW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","eu-north-1"
"USE1-APS4-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"EUW3-EUN1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-3"
"APS5-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","ListSecrets","ap-south-2"
"APS3-EUW2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-south-1"
"APN3-DataTransfer-Out-Bytes","AmazonSNS","Usage","GB","Notification","ap-northeast-3"
"MEC1-Requests-Tier1","AWSQueueService","Usage","Requests","List","me-central-1"
"APS6-Requests-Tier1","AWSQueueService","Usage","Requests","List","ap-southeast-4"
"APS3-Requests-Tier1","AmazonSNS","Usage","Requests","GetSMSAttributes","ap-south-1"
"USW1-APE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","us-west-1"
"EUC1-USE2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-central-1"
"EU-DataScanned-Bytes","AmazonCloudWatch","Usage","GB","StartQuery","eu-west-1"
"APS3-RDS:Multi-AZ-GP2-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance","ap-south-1"
"USW2-EUW3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-west-2"
"eu-central-1-KMS-Requests","awskms","Usage","Requests","ScheduleKeyDeletion","eu-central-1"
"Retrieval-SIA","AmazonS3","Usage","GB","CompleteMultipartUpload","us-east-1"
"USW1-EUC1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-1"
"EUW2-UGW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-2"
"SAE1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","sa-east-1"
"EUN1-DataTransfer-In-Bytes","AmazonStates","Usage","GB","ListStateMachines","eu-north-1"
"USE2-EUN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-east-2"
"APS1-EBSOptimized:t3a.nano","AmazonEC2","Usage","Hrs","Hourly","ap-southeast-1"
"EUN1-Request","AWSLambda","SavingsPlanCoveredUsage","Request","Invoke","eu-north-1"
"USE1-EUN1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"APS3-DataTransfer-xAZ-Out-Bytes","AmazonEC2","Usage","GB","InterZone-Out","ap-south-1"
"EUC1-EU-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"APN2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketOwnershipControls","ap-northeast-2"
"EUW2-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","eu-west-2"
"EU-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteLogProps","eu-west-1"
"IN-DataTransfer-Out-OBytes","AmazonCloudFront","Usage","GB","GET","ap-south-1"
"APS1-DataTransfer-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ap-southeast-1"
"APS2-EUC1-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-southeast-2"
"EUC1-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","eu-central-1"
"EUC1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadRequestPaymentProps","eu-central-1"
"USE1-ILC1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"EUS2-Requests-Tier8","AmazonS3","Usage","Requests","ListAGs","eu-south-2"
"EUN1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketCors","eu-north-1"
"APN3-EBS:SnapshotUsage","AmazonEC2","Usage","GB-Mo","CreateSnapshot","ap-northeast-3"
"SAE1-ReadRequestUnits","AmazonDynamoDB","Usage","ReadRequestUnits","PayPerRequestThroughput","sa-east-1"
"APN1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","ap-northeast-1"
"EUC1-EU-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-central-1"
"APN2-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketInventory","ap-northeast-2"
"EU-Lambda-Standard-free-metering","AmazonInspectorV2","Usage","Hourly","active","eu-west-1"
"ap-northeast-3-KMS-Keys","awskms","Usage","Keys","CurrentKeys","ap-northeast-3"
"USW2-DataTransfer-Out-Bytes","AmazonEC2","Usage","GB","RegionalNatGateway","us-west-2"
"EUW2-CAN2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"APS1-SpotUsage:g4dn.2xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV002","ap-southeast-1"
"TimedStorage-GIR-ByteHrs","AmazonS3","Usage","GB-Mo","GlacierInstantRetrievalStorage","us-east-1"
"EUW2-EUS2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"USW1-LOS1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-west-1"
"USE1-Llama4-Maverick-17B-input-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelInference","us-east-1"
"APN2-TimedStorage-ByteHrs","AmazonEFS","Usage","GB-Mo","Storage","ap-northeast-2"
"APE1-USW2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-east-1"
"EUW3-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketObjectLockConfig","eu-west-3"
"APS3-AFS1-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","ap-south-1"
"APS1-UGE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","ap-southeast-1"
"APN1-APS4-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-northeast-1"
"EUW3-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketOwnershipControls","eu-west-3"
"APS4-AFS1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-3"
"USE2-DocClassifier-Storage","comprehend","Usage","Unit","DocClassifier","us-east-2"
"APS1-InstanceUsg:dms.t2.micro","AWSDatabaseMigrationSvc","Usage","Hrs","CreateDMSInstance","ap-southeast-1"
"APS2-UGE1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-2"
"APS1-AppConfig-Requests","AWSSystemsManager","Usage","Requests","GetConfiguration","ap-southeast-1"
"USW1-Lambda-GB-Second","AWSLambda","Usage","Lambda-GB-Second","Shutdown","us-west-1"
"USW1-BoxUsage:m7i.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-west-1"
"APN3-LAS1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-northeast-3"
"EU-AW-SW-1","AmazonWorkSpaces","Usage","Month","none","eu-west-1"
"USW2-SyncTablesPagesProcessed","AmazonTextract","Usage","Pages","API Request","us-west-2"
"EUC1-LAX1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-central-1"
"APS2-USW1-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-southeast-2"
"EU-DataTransfer-Out-Bytes","AWSDatabaseMigrationSvc","Usage","GB","Not Applicable","eu-west-1"
"APS2-DataTransfer-xAZ-In-Bytes","AmazonEC2","Usage","GB","InterZone-In","ap-southeast-2"
"APS1-Bulk-Retrieval-Bytes","AmazonS3","Usage","GB","RestoreObject","ap-southeast-1"
"EUW2-Requests-Tier1","AmazonS3","Usage","Requests","WriteLogProps","eu-west-2"
"USE1-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketWebsite","us-east-1"
"APS6-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-southeast-4"
"BoxUsage:t2.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0002","us-east-1"
"APS3-MCT1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-south-1"
"EU-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","DescribeStream","eu-west-1"
"EUC1-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","DeleteSecret","eu-central-1"
"EU-Requests","PaymentCryptography","Usage","Requests","ListAliases","eu-west-1"
"EUN1-DataTransfer-In-Bytes","AWSQueueService","Usage","GB","Send","eu-north-1"
"SAE1-MEC1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","sa-east-1"
"EUC1-SpotUsage:m5.xlarge","AmazonEC2","Usage","Hours","RunInstances:SV053","eu-central-1"
"APS3-SpotUsage:t3.micro","AmazonEC2","Usage","Hours","RunInstances:SV054","ap-south-1"
"APS3-SpotUsage:c5d.large","AmazonEC2","Usage","Hrs","RunInstances:SV052","ap-south-1"
"KR-NA-OUT-Bytes-Internet","AWSGlobalAccelerator","Usage","GigaBytes","Dominant","ap-northeast-2"
"Requests-GDA-Tier2","AmazonS3","Usage","Requests","GetObject","us-east-1"
"EUC1-APS2-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-central-1"
"USW2-Llama3-8B-input-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","us-west-2"
"EUC1-Build-Min:Linux:g1.medium","CodeBuild","Usage","minutes","Build","eu-central-1"
"APN1-SAE1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","ap-northeast-1"
"EU-IssuePublicCertificateDomain","ACM","Usage","Certificate Domain Name","REQUEST_CERTIFICATE","eu-west-1"
"EUC1-APE1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-central-1"
"APN1-Aurora:BackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0021","ap-northeast-1"
"USE1-MEC1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-1"
"SpotUsage:c5.xlarge","AmazonEC2","Usage","Hours","RunInstances:SV012","us-east-1"
"APN1-TimedPITRStorage-ByteHrs","AmazonDynamoDB","Usage","GB-Mo","StandardPitrBackupStorage","ap-northeast-1"
"EU-BoxUsage:c6i.large","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","eu-west-1"
"USE1-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketLifecycle","us-east-1"
"EU-EUW2-AWS-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","eu-west-1"
"SAE1-LOS1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","sa-east-1"
"APS2-DetectDominantLanguage","comprehend","Usage","Unit","DetectDominantLanguage","ap-southeast-2"
"EUC1-BoxUsage:t3.micro","AmazonEC2","Usage","Hrs","RunInstances:0002","eu-central-1"
"USW2-APE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","us-west-2"
"USE1-Requests","AWSCodeArtifact","Usage","Requests","CreateDomain","us-east-1"
"APS3-Recipients-MailboxSim","AmazonSES","Usage","Count","Send","ap-south-1"
"EUN1-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0002","eu-north-1"
"APS2-EUW3-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-2"
"APS2-BoxUsage:m3.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-southeast-2"
"CAN1-Requests-Tier1","AmazonS3","Usage","Requests","WriteBucketServerSideEncryption","ca-central-1"
"NA-SA-OUT-Bytes-AWS","AWSGlobalAccelerator","Usage","GigaBytes","Dominant","us-east-1"
"EUC1-PDX1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","eu-central-1"
"APN1-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteCostAllocation","ap-northeast-1"
"APS1-MalwareProtectionS3DataScanned","AmazonGuardDuty","Usage","GB","none","ap-southeast-1"
"APS2-CW:HighResAlarmMonitorUsage","AmazonCloudWatch","Usage","Alarms","Unknown","ap-southeast-2"
"APN1-EUS1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-northeast-1"
"APS3-APS2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadAccelerate","ap-south-1"
"SAE1-BoxUsage:c5.9xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","sa-east-1"
"USE2-BoxUsage:m4.16xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","us-east-2"
"EUN1-APS2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","eu-north-1"
"USW2-DataTransfer-xAZ-In-Bytes","AmazonECS","Usage","GB","FargateTask","us-west-2"
"USW1-BoxUsage:t3.micro","AmazonEC2","Usage","Hrs","RunInstances","us-west-1"
"APN1-TotalDataXfer-In-Bytes","AmazonLightsail","Usage","GB","medium_3_0","ap-northeast-1"
"EUC1-InstanceUsage:db.m5.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0020","eu-central-1"
"USW1-OnDemand-BilledOutgoingBytes","AmazonKinesis","Usage","GB","OnDemandDataRetrieval","us-west-1"
"APS2-Lambda-Edge-Request","AWSLambda","Usage","Request","Invoke","ap-southeast-2"
"APN1-OC-API-Requests-Tier1","AWSSystemsManager","Usage","API Requests","GetOpsSummary","ap-northeast-1"
"APS2-Messages","AWSIoT","Usage","Messages","MQTT.Publish","ap-southeast-2"
"EU-S3-Egress-Bytes","AmazonCloudWatch","Usage","GB","LogDelivery","eu-west-1"
"USE1-APN3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","us-east-1"
"APE1-MCT1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-east-1"
"SAE1-APE1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","sa-east-1"
"USE2-InstanceUsage:db.m7g.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","us-east-2"
"APS3-APN1-AWS-In-Bytes","AWSDatabaseMigrationSvc","Usage","GB","Not Applicable","ap-south-1"
"APS1-Application-Signals","AmazonCloudWatch","Usage","Signals","Application-Signals-In-Lambda","ap-southeast-1"
"KR-IN-IN-Bytes-Internet","AWSGlobalAccelerator","Usage","GigaBytes","Non-dominant","ap-northeast-2"
"APN1-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","DeleteResourcePolicy","ap-northeast-1"
"MRAP-Out-Bytes","AmazonS3","Usage","GB","GetObject","global"
"EUN1-DeliveryAttempts-HTTP","AmazonSNS","Usage","Notifications","SubscriptionConfirmation","eu-north-1"
"USW2-MNL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-west-2"
"USE2-EBSOptimized:t4g.micro","AmazonEC2","Usage","Hrs","Hourly","us-east-2"
"APN1-DetectPiiEntities","comprehend","Usage","Unit","DetectPiiEntities","ap-northeast-1"
"SAE1-CAN2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","sa-east-1"
"EUC1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketWebsite","eu-central-1"
"EUC1-SpotUsage:t3.small","AmazonEC2","Usage","Hours","RunInstances:SV053","eu-central-1"
"USE2-USW1-AWS-Out-Bytes","AWSCodeArtifact","Usage","GB","DeleteDomain","us-east-2"
"APS1-InstanceUsage:db.t3.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0021","ap-southeast-1"
"APN1-MEC1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","ap-northeast-1"
"USE2-EBSOptimized:m4.xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-2"
"APS2-DataTransfer-In-Bytes","AWSEvents","Usage","GB","PutEvents","ap-southeast-2"
"USE1-EUS1-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","us-east-1"
"USE1-APNE1WL1NRT1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-1"
